0;33
1;33
2;33
3;33
4;26
5;26
6;26
7;26
8;26
9;16
10;16
11;16
12;16
13;16
14;16
15;16
16;16
17;16
18;16
19;16
20;16
21;16
22;16
23;16
24;16
25;16
26;16
27;16
28;16
29;16
30;16
31;14
32;14
33;14
34;14
35;14
36;14
37;14
38;14
39;14
40;14
41;14
42;14
43;14
44;14
45;14
46;14
47;14
48;14
49;14
50;14
51;14
52;14
53;14
54;14
55;14
56;14
57;14
58;14
59;14
60;14
61;14
62;14
63;14
64;14
65;14
66;14
67;14
68;14
69;14
70;14
71;14
72;14
73;14
74;14
75;14
76;14
77;14
78;14
79;14
80;14
81;6
82;6
83;6
84;6
85;6
86;6
87;6
88;6
89;6
90;6
91;6
92;6
93;6
94;6
95;6
96;6
97;6
98;6
99;6
100;6
101;6
102;6
103;6
104;6
105;6
106;6
107;6
108;6
109;6
110;6
111;6
112;6
113;6
114;6
115;6
116;6
117;6
118;6
119;6
120;6
121;6
122;6
123;6
124;6
125;6
126;6
127;6
128;6
129;6
130;6
131;6
132;6
133;6
134;6
135;6
136;6
137;6
138;6
139;6
140;6
141;6
142;6
143;6
144;4
145;4
146;4
147;4
148;4
149;4
150;4
151;4
152;4
153;4
154;4
155;4
156;4
157;4
158;4
159;4
160;4
161;4
162;4
163;4
164;4
165;4
166;4
167;4
168;4
169;0
170;4
171;4
172;4
173;4
174;4
175;4
176;4
177;4
178;4
179;4
180;4
181;4
182;4
183;4
184;4
185;4
186;4
187;4
188;4
189;4
190;4
191;4
192;4
193;4
194;4
195;4
196;4
197;4
198;4
199;4
200;4
201;4
202;4
203;4
204;4
205;4
206;4
207;4
208;4
209;4
210;4
211;4
212;4
213;4
214;4
215;4
216;4
217;4
218;4
219;4
220;4
221;4
222;4
223;4
224;4
225;4
226;4
227;4
228;4
229;4
230;4
231;4
232;4
233;4
234;4
235;4
236;4
237;4
238;4
239;4
240;4
241;4
242;4
243;4
244;4
245;4
246;4
247;4
248;0
249;0
250;0
251;0
252;0
253;0
254;0
255;0
256;0
257;0
258;0
259;0
260;0
261;0
262;0
263;0
264;0
265;0
266;0
267;0
268;0
269;0
270;0
271;0
272;0
273;0
274;0
275;0
276;0
277;0
278;0
279;0
280;0
281;0
282;0
283;0
284;0
285;0
286;0
287;0
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;0
307;0
308;0
309;0
310;0
311;0
312;0
313;0
314;0
315;0
316;0
317;0
318;0
319;0
320;0
321;0
322;0
323;0
324;0
325;0
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;0
335;0
336;0
337;0
338;0
339;0
340;0
341;0
342;0
343;0
344;0
345;0
346;0
347;0
348;0
349;0
350;0
351;0
352;0
353;0
354;0
355;0
356;0
357;0
358;0
359;0
360;0
361;0
362;0
363;0
364;0
365;0
366;0
367;0
368;0
369;0
370;0
371;0
372;0
373;0
374;0
375;0
376;0
377;0
378;0
379;0
380;0
381;0
382;0
383;0
384;0
385;0
386;0
387;0
388;0
389;0
390;0
391;0
392;0
393;0
394;0
395;0
396;0
397;0
398;0
399;0
